objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,sgscore1,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,physical_separation_kpc,direct_distance,distance,z,photoZ,major_axis_arcsec,tns_prefix,association_type,description
ZTF18abcpwci,270.14799972,8.170894083333334,18.405,17.2945,18.3906,17.999,0.567001,0.3915996551513672,0.23342,,0.887659,17.3969,1.0081005096435547,0.8691997528076172,1.0,4.3489467478357255,VS,1,SDSS/PS1,0.92,0.0,0.0,0.0,0.0,0.0,5.46,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237668657377247739"">SDSS J180035.52+081014.4</a></em>; an r=16.22 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.9"" from the stellar source core."
ZTF19aamreoh,270.147994074074,8.170921703703705,19.096,18.529,18.2884,17.9487,0.56703,0.33970069885253906,-0.464508,-0.214618,1.52032,17.3969,1.6991004943847656,2.10369873046875,1.0,7.309351847972721,VS,2,SDSS/GSC/2MASS/PS1/GAIA,1.48,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237668657377247739"">SDSS J180035.52+081014.5</a></em>; a V=17.51 mag stellar source found in the SDSS/GSC/2MASS/PS1/GAIA catalogues. Its located 2.31"" N, 0.65"" W from the stellar source centre."
ZTF19acaksrl,286.19369455000003,-23.196078083333333,17.0361,17.0703,16.7017,16.7527,-0.0341682,-0.05100059509277344,-0.164609,-0.162853,0.100649,16.7713,0.264801025390625,0.44769859313964844,0.5,38.22215274814516,SN,2,PS1,7.85,0.0,0.0,0.0,0.0,0.0,4.37,AT,SN,"The transient is possibly associated with <em>80162861958995861</em>; an r=19.69 mag galaxy found in the PS1 catalogue. Its located 2.49"" S, 7.44"" W from the galaxy centre."
ZTF22aaveiow,275.55578595,-15.8519526,,18.0766,,18.2047,,,,0.0111369,0.393763,-999.0,,-1.3268013000488281,0.113009,5.271574047859758,BS,2,2MASS/PS1/GAIA,2.36,0.0,0.0,0.0,0.0,0.0,0.0,AT,BS,"The transient is possibly associated with <em>18221322-1551076</em>; a J=9.97 mag stellar source found in the 2MASS/PS1/GAIA catalogues. Its located 0.55"" N, 2.29"" E from the stellar source centre."
ZTF18abstqob,275.94568671999997,-16.500946899999995,19.9954,18.6755,19.9954,18.9778,,1.017599105834961,,,0.149461,19.3915,0.6038990020751953,-0.1439990997314453,0.919565,7.362256947904825,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,4.88,AT,VS,"The transient is synonymous with <em>88192759456939186</em>; an r=18.74 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abuyeof,94.53176593333332,19.412005533333332,,18.9473,,18.9523,,,,20.6402,0.139469,20.2875,,-0.9578990936279297,0.990744,17.041053248103708,VS,1,PS1,0.22,0.0,0.0,0.0,0.0,0.0,6.36,AT,VS,"The transient is synonymous with <em>131290945317554967</em>; an r=20.01 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF23aazfwoi,94.5312243,19.411459,,18.3331,,18.3331,,,,,2.6959,20.2875,,-1.5720996856689453,0.990744,17.04351854790002,SN,2,2MASS/PS1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>06180713+1924384</em>; a J=15.75 mag galaxy found in the 2MASS/PS1 catalogues. Its located 2.82"" N, 5.07"" E from the galaxy centre."
ZTF20abjvcve,280.7113721,-27.910298,17.8641,,17.8641,,,,,,0.19388,19.2632,-1.3991012573242188,,0.97406,6.364606447983533,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,4.81,AT,VS,"The transient is synonymous with <em>74502807113797871</em>; an r=18.63 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21acdimrw,281.1557110526316,-25.713625442105265,17.6738,16.7382,17.7108,16.8139,0.813,0.8969001770019531,0.0245416,0.0619919,0.396212,17.3034,0.37039947509765625,0.5539989471435547,0.91525,45.26072914805263,VS,1,GSC/PS1/GAIA,0.39,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>S9TT037744</em>; a V=15.86 mag stellar source found in the GSC/PS1/GAIA catalogues. Its located 0.4"" from the stellar source core."
ZTF23aauyuay,47.78586466052632,73.76507804473685,15.3362,13.8263,15.3398,13.8183,1.50987,1.5214996337890625,-29.5921,-1.54895,13.5699,18.6177,-3.281500816345215,-3.7811012268066406,0.976214,4.04479164769873,SN,2,PS1,22.9,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>196520477660802773</em>; an r=17.86 mag galaxy found in the PS1 catalogue. Its located 11.58"" S, 19.76"" E from the galaxy centre."
ZTF18abfogsw,270.55960333333337,-24.06311296666667,18.8406,17.7606,19.0425,17.6096,,1.4328994750976562,0.0338882,,0.112613,18.8197,0.020898818969726562,0.833099365234375,0.945958,5.321956047788262,VS,1,PS1,0.09,0.0,0.0,0.0,0.0,0.0,5.71,AT,VS,"The transient is synonymous with <em>79122705596224577</em>; an r=17.06 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF21abmocur,284.27637535,-24.0380851,18.4897,18.543,18.4897,18.543,-0.0533295,-0.0532989501953125,,,3.64117,-999.0,1017.4897003173828,-3.2202014923095703,0.554554,53.13181714806706,SN,2,PS1,3.74,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>79152842752694469</em>; an r=22.11 mag galaxy found in the PS1 catalogue. Its located 0.38"" N, 3.72"" E from the galaxy centre."
ZTF22abccmqq,13.9551171375,3.9876577125,19.1512,18.9483,19.2529,18.9983,0.2062,0.25459861755371094,0.000371221,0.0411774,0.671911,18.3546,0.7965984344482422,1.081899642944336,0.0319583,9.131932848133147,VS,1,GSC,0.91,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>NB5D005200</em>; a V=17.27 mag stellar source found in the GSC catalogue. Its located 0.9"" from the stellar source core."
ZTF18adnhmel,35.13939286666667,40.38020256666667,18.662,18.9719,18.6741,18.9719,,-0.29780006408691406,,,0.0937944,19.7506,-1.0886001586914062,-1.28179931640625,0.981042,7.099675947800279,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,4.29,AT,VS,"The transient is synonymous with <em>156450351393586844</em>; an r=19.89 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF19aanxdhc,200.71461468571428,-5.686930057142858,19.189,19.3445,19.2256,19.2544,-0.127199,-0.02880096435546875,0.0170475,-0.00509878,1.01791,18.0384,1.1505985260009766,1.3207988739013672,0.990208,56.29702544771135,VS,1,PS1,0.81,0.0,0.0,0.0,0.0,0.0,5.33,AT,VS,"The transient is synonymous with <em>101172007145316089</em>; an r=17.91 mag stellar source found in the PS1 catalogue. Its located 0.8"" from the stellar source core."
ZTF22aazgdjj,298.091681,-17.679698780000003,,20.0394,,20.0421,,,,0.0809932,6.20901,19.0695,,1.6658992767333984,0.040625,43.176585647743195,SN,2,2MASS/PS1,6.01,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>19522224-1740420</em>; a J=14.05 mag galaxy found in the 2MASS/PS1 catalogues. Its located 4.89"" S, 3.49"" W from the galaxy centre."
ZTF23aavarbe,264.6623446,38.2361286,19.914,,19.914,,,,,,2.27737,-999.0,1018.9139995574951,,0.5,38.25398144777864,SN,2,PS1,3.14,0.0,0.0,0.0,0.0,0.0,8.91,AT,SN,"The transient is possibly associated with <em>153882646620575000</em>; an r=20.36 mag galaxy found in the PS1 catalogue. Its located 3.09"" S, 0.51"" E from the galaxy centre."
ZTF19abgaevn,345.4042544833333,36.71289516666666,21.1059,20.036,20.9948,20.3713,0.5693,0.6235008239746094,-0.112474,0.0329989,0.484766,19.9101,1.1957988739013672,0.6746997833251953,0.950548,6.193067147862166,VS,1,PS1,0.47,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>152053454042516063</em>; a g=20.50 mag stellar source found in the PS1 catalogue. Its located 0.5"" from the stellar source core."
ZTF22aazaypq,290.7833993285714,81.08498602857142,,19.7858,,19.8346,,,,0.123553,1.90445,19.0454,,0.9819011688232422,0.0625417,6.296493047848344,SN,2,2MASS,2.24,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>19230848+8105038</em>; a J=14.45 mag galaxy found in the 2MASS catalogue. Its located 1.98"" N, 1.04"" W from the galaxy centre."
ZTF18abgpmxr,340.5079450928571,56.47833795000001,20.5655,19.893,20.1287,19.7648,0.5639,0.36390113830566406,,,0.122147,20.1132,0.452301025390625,0.38139915466308594,0.945929,6.165312547702342,VS,1,PS1,0.18,0.0,0.0,0.0,0.0,0.0,4.33,AT,VS,"The transient is synonymous with <em>175773405079964781</em>; an r=19.58 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF17aaaajjx,317.7861625363637,45.34029913636363,18.052,17.4182,17.8567,17.3905,-0.221001,0.4662017822265625,,,0.0301119,27.871,-9.819000244140625,-6.57080078125,0.946375,5.296851847786456,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,3.97,AT,VS,"The transient is synonymous with <em>162403177862349005</em>; an r=18.91 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF17aaaromf,317.7861591333333,45.34030491666667,17.8856,17.7385,18.2069,17.5865,,0.6203994750976562,,,0.0445619,18.7001,-0.8145008087158203,-1.0354995727539062,0.5,45.20883104810491,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,3.97,AT,VS,"The transient is synonymous with <em>162403177862349005</em>; an r=18.91 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF23aauxchs,304.3542834,34.0049481,20.3797,,20.3797,,,,,,0.181962,20.7327,-0.3530006408691406,,0.979625,39.181226848158985,VS,1,PS1,0.23,0.0,0.0,0.0,0.0,0.0,4.58,AT,VS,"The transient is synonymous with <em>148803043542616586</em>; an r=19.51 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18ablqdta,205.67165671176474,7.1528124823529415,19.341,18.8249,19.2275,18.9437,,0.2838001251220703,,,0.02679,20.5041,-1.1631011962890625,-1.7214012145996094,0.86325,50.30984954815358,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,4.47,AT,VS,"The transient is synonymous with <em>116582056717423875</em>; an r=20.58 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abdiiod,294.6219958545455,30.77498425454546,18.541,18.6885,18.542,18.4968,,0.045200347900390625,,,0.134213,19.3645,-0.8234996795654297,0.10680007934570312,0.908917,4.373159748036414,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,4.62,AT,VS,"The transient is synonymous with <em>144932946220120596</em>; an r=19.41 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF23aaprhxy,205.2861102,30.0250718,,14.9678,,14.9678,,,,,13.463,16.4231,,-0.26420021057128906,0.5,31.351365747861564,SN,2,PS1,16.01,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>144032052913570023</em>; an r=15.94 mag galaxy found in the PS1 catalogue. Its located 1.69"" N, 15.92"" W from the galaxy centre."
ZTF18adkpcus,296.2038607875,28.2663752875,18.3982,17.2725,18.3064,17.2725,0.127001,1.0339012145996094,,,0.136208,16.7193,1.6788997650146484,0.03439903259277344,0.858702,4.374108748044819,VS,1,PS1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>141922962039080263</em>; an r=17.64 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abbrixb,324.5210754727273,26.63879171818182,19.6852,18.8058,20.0437,19.3871,0.879421,0.6565990447998047,0.327231,0.379542,0.144397,18.082,1.6031990051269531,3.197199821472168,0.993125,6.102372647728771,VS,1,SDSS/PS1,0.12,0.0,0.0,0.0,0.0,0.0,7.59,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237680474972554315"">SDSS J213805.04+263819.7</a></em>; an r=17.41 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF19aaodsxt,264.18852014000004,11.0911532,,20.3813,,20.6228,,,,7.26208,0.291873,21.0971,,-0.6616992950439453,0.982042,45.279803248122334,VS,1,PS1,0.27,0.0,0.0,0.0,0.0,0.0,4.26,AT,VS,"The transient is synonymous with <em>121302641884719993</em>; an r=21.04 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF19aasdblk,257.08533886,8.49264131,19.5216,19.5524,19.7259,19.6039,0.0670986,0.12199974060058594,0.0157816,0.0177023,0.89558,17.964,1.5576000213623047,1.7651004791259766,0.9975,5.359143547713757,VS,1,PS1,0.88,0.0,0.0,0.0,0.0,0.0,4.47,AT,VS,"The transient is synonymous with <em>118192570851921728</em>; an r=17.80 mag stellar source found in the PS1 catalogue. Its located 0.9"" from the stellar source core."
ZTF18abcnodn,300.52206340000004,27.849175149999997,,15.6516,,15.758,,,,0.14249,0.342653,14.8633,,1.81719970703125,1.0,4.308032447937876,VS,1,GAIA,0.34,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>2028949770491933952</em>; a G=13.84 mag stellar source found in the GAIA catalogue. Its located 0.3"" from the stellar source core."
ZTF18acotozc,300.52207477499996,27.84914885,,15.7822,,15.7551,,,,0.0038532,1.05571,14.8633,,1.9477996826171875,1.0,10.297199048101902,VS,1,GAIA,1.05,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>2028949770491933952</em>; a G=13.84 mag stellar source found in the GAIA catalogue. Its located 1.0"" from the stellar source core."
ZTF22aayjzmq,37.5413228,8.54167468,20.351,20.4201,20.2112,20.3113,-0.2876,-0.10009956359863281,-0.108909,-0.0241318,0.472122,20.6353,-0.2842998504638672,0.014299392700195312,0.00291667,7.0927199479192495,VS,1,GSC,0.39,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>NBA5002285</em>; a V=19.02 mag stellar source found in the GSC catalogue. Its located 0.4"" from the stellar source core."
ZTF22aaoqtlj,299.40125875999996,30.080204780000003,19.5201,18.4085,19.6343,18.4465,1.11161,1.1877994537353516,0.11743,-0.00227356,0.0693257,18.0909,1.42919921875,1.2786998748779297,0.929238,5.285937548149377,VS,1,PS1,0.15,0.0,0.0,0.0,0.0,0.0,4.84,AT,VS,"The transient is synonymous with <em>144092994012496862</em>; an r=17.10 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abdkvgf,327.14923150000004,44.51946875,18.5197,18.4644,18.5197,18.4644,0.0552826,0.05529975891113281,,,0.112391,21.1229,-2.603200912475586,-2.2121009826660156,0.737068,52.09811344789341,VS,2,PS1,2.34,0.0,0.0,0.0,0.0,0.0,4.0,AT,VS,"The transient is possibly associated with <em>161423271500343630</em>; an r=21.20 mag stellar source found in the PS1 catalogue. Its located 1.30"" N, 1.95"" W from the stellar source centre."
ZTF21abrxmne,328.9519814666666,56.280966546666676,19.7591,19.211,18.7089,18.2401,0.548103,0.4687995910644531,-0.101205,-0.104932,1.70814,21.3669,-1.6077995300292969,-0.8256988525390625,0.932866,20.12446754798293,VS,2,GAIA/PS1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>2198897430192004480</em>; a G=19.84 mag stellar source found in the GAIA/PS1 catalogues. Its located 0.68"" N, 1.56"" W from the stellar source centre."
ZTF20acbafxl,277.36699376666667,28.476869466666667,15.2239,17.6861,15.2239,16.5717,-0.2335,-1.347799301147461,,-0.759539,0.116155,20.7941,-5.570199966430664,-2.6203994750976562,0.98175,27.245752348098904,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,3.88,AT,VS,"The transient is synonymous with <em>142172773670102877</em>; an r=20.22 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abcmsob,269.78570008,14.858402040000001,20.18,19.7431,20.0144,19.3447,,0.6697006225585938,-0.0097143,-0.0285981,0.680968,18.1061,2.0739002227783203,2.3551998138427734,0.98125,18.30548614775762,VS,1,GSC/PS1,0.82,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>N38M023644</em>; a V=17.93 mag stellar source found in the GSC/PS1 catalogues. Its located 0.8"" from the stellar source core."
ZTF19aaxlgav,244.43652628125,-25.154454462500002,19.4457,17.6083,19.4494,17.8056,,1.6438007354736328,,,0.0689748,19.6745,-0.22879981994628906,-0.7161998748779297,0.973964,43.27672454807907,VS,1,PS1,0.27,0.0,0.0,0.0,0.0,0.0,5.85,AT,VS,"The transient is synonymous with <em>77812444365935079</em>; an r=18.32 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF21abwxmoz,325.27831895555556,57.34992801111111,20.3169,19.4769,20.3169,19.297,1.3668,1.0198993682861328,,-0.0751227,0.0323219,27.708,-7.39109992980957,-1.043100357055664,0.884729,5.295891248155385,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,4.52,AT,VS,"The transient is synonymous with <em>176823252783210674</em>; an r=20.69 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF20abemdwj,253.1004818,-24.7106525,,18.4542,,18.4542,,,,,0.111378,17.7827,,0.70989990234375,0.5,46.27953704772517,BS,2,PS1,37.42,0.0,0.0,0.0,0.0,0.0,0.0,AT,BS,"The transient is possibly associated with <em>78352531007049997</em>; an r=16.80 mag galaxy found in the PS1 catalogue. Its located 37.41"" S, 0.83"" W from the galaxy centre."
